,Border,Date,Measure,Value,Average
807,US-Mexico Border,1998-10-01,Truck Containers Full,181774,163021.0
806,US-Mexico Border,1998-10-01,Train Passengers,1380,980.0
805,US-Canada Border,1998-10-01,Trucks,541898,529680.0
804,US-Canada Border,1998-10-01,Train Passengers,17230,25655.0
803,US-Canada Border,1998-10-01,Pedestrians,42992,66973.0
802,US-Mexico Border,1998-10-01,Trains,507,488.0
801,US-Canada Border,1998-10-01,Personal Vehicles,2988293,3493736.0
800,US-Mexico Border,1998-10-01,Bus Passengers,322718,314633.0
799,US-Mexico Border,1998-10-01,Personal Vehicle Passengers,19504313,18824133.0
798,US-Canada Border,1998-10-01,Personal Vehicle Passengers,7090153,8668762.0
797,US-Mexico Border,1998-10-01,Rail Containers Empty,18635,17205.0
796,US-Canada Border,1998-10-01,Rail Containers Empty,28727,27175.0
795,US-Canada Border,1998-10-01,Trains,2785,2696.0
794,US-Mexico Border,1998-10-01,Rail Containers Full,16329,15706.0
793,US-Mexico Border,1998-10-01,Personal Vehicles,7230008,6993803.0
792,US-Canada Border,1998-10-01,Truck Containers Full,398597,365462.0
791,US-Mexico Border,1998-09-01,Buses,20880,22087.0
790,US-Canada Border,1998-09-01,Buses,16735,18629.0
789,US-Mexico Border,1998-09-01,Truck Containers Full,159594,159793.0
788,US-Canada Border,1998-09-01,Truck Containers Empty,65142,59119.0
787,US-Mexico Border,1998-09-01,Train Passengers,778,1013.0
786,US-Mexico Border,1998-09-01,Rail Containers Full,15772,15531.0
785,US-Mexico Border,1998-09-01,Personal Vehicle Passengers,18002059,18808729.0
784,US-Canada Border,1998-09-01,Truck Containers Full,386625,348606.0
783,US-Canada Border,1998-09-01,Train Passengers,22484,26296.0
782,US-Mexico Border,1998-09-01,Pedestrians,3144234,3405574.0
781,US-Canada Border,1998-09-01,Personal Vehicle Passengers,7947548,8768700.0
780,US-Mexico Border,1998-09-01,Personal Vehicles,6718247,6987431.0
779,US-Mexico Border,1998-09-01,Trucks,329505,327226.0
778,US-Canada Border,1998-09-01,Bus Passengers,389230,432201.0
777,US-Canada Border,1998-09-01,Pedestrians,53868,73562.0
776,US-Mexico Border,1998-09-01,Trains,497,486.0
775,US-Mexico Border,1998-09-01,Truck Containers Empty,136171,134619.0
774,US-Canada Border,1998-09-01,Trains,2746,2716.0
773,US-Canada Border,1998-09-01,Personal Vehicles,3285508,3537700.0
772,US-Mexico Border,1998-09-01,Bus Passengers,264794,313195.0
771,US-Canada Border,1998-09-01,Trucks,558764,528379.0
770,US-Canada Border,1998-09-01,Rail Containers Full,82515,75514.0
769,US-Canada Border,1998-09-01,Rail Containers Empty,25614,26542.0
768,US-Mexico Border,1998-09-01,Rail Containers Empty,16533,18095.0
767,US-Canada Border,1998-08-01,Truck Containers Empty,62411,56567.0
766,US-Mexico Border,1998-08-01,Buses,22685,22356.0
765,US-Canada Border,1998-08-01,Rail Containers Full,80387,71733.0
764,US-Canada Border,1998-08-01,Buses,20398,17932.0
763,US-Mexico Border,1998-08-01,Rail Containers Empty,16293,18343.0
762,US-Mexico Border,1998-08-01,Truck Containers Empty,128320,138002.0
761,US-Mexico Border,1998-08-01,Personal Vehicles,7221269,7042172.0
760,US-Canada Border,1998-08-01,Rail Containers Empty,30120,25817.0
759,US-Mexico Border,1998-08-01,Trucks,316024,330088.0
758,US-Canada Border,1998-08-01,Bus Passengers,469482,417333.0
757,US-Mexico Border,1998-08-01,Trains,502,477.0
756,US-Canada Border,1998-08-01,Train Passengers,32218,25357.0
755,US-Mexico Border,1998-08-01,Pedestrians,3366032,3512087.0
754,US-Canada Border,1998-08-01,Trains,2684,2743.0
753,US-Canada Border,1998-08-01,Trucks,525098,523818.0
752,US-Canada Border,1998-08-01,Pedestrians,80025,69721.0
751,US-Mexico Border,1998-08-01,Bus Passengers,327173,324706.0
750,US-Canada Border,1998-08-01,Personal Vehicle Passengers,10255759,8597403.0
749,US-Mexico Border,1998-08-01,Truck Containers Full,146470,165619.0
748,US-Mexico Border,1998-08-01,Personal Vehicle Passengers,19401554,18989712.0
747,US-Canada Border,1998-08-01,Personal Vehicles,3913485,3465637.0
746,US-Mexico Border,1998-08-01,Train Passengers,1035,1039.0
745,US-Mexico Border,1998-08-01,Rail Containers Full,17069,15173.0
744,US-Canada Border,1998-08-01,Truck Containers Full,395869,338297.0
743,US-Canada Border,1998-07-01,Personal Vehicles,4012998,3237104.0
742,US-Canada Border,1998-07-01,Buses,20089,16047.0
741,US-Canada Border,1998-07-01,Pedestrians,83067,59253.0
740,US-Mexico Border,1998-07-01,Rail Containers Full,13542,14486.0
739,US-Canada Border,1998-07-01,Truck Containers Empty,60078,54775.0
738,US-Mexico Border,1998-07-01,Personal Vehicles,6815671,7020047.0
737,US-Canada Border,1998-07-01,Bus Passengers,456603,371984.0
736,US-Mexico Border,1998-07-01,Buses,22639,22266.0
735,US-Canada Border,1998-07-01,Trucks,483125,529608.0
734,US-Mexico Border,1998-07-01,Bus Passengers,338899,322828.0
733,US-Canada Border,1998-07-01,Rail Containers Empty,26674,24294.0
732,US-Mexico Border,1998-07-01,Truck Containers Full,161387,174907.0
731,US-Mexico Border,1998-07-01,Trucks,321469,337549.0
730,US-Mexico Border,1998-07-01,Truck Containers Empty,137909,144936.0
729,US-Canada Border,1998-07-01,Train Passengers,30824,22218.0
728,US-Mexico Border,1998-07-01,Rail Containers Empty,16021,18161.0
727,US-Canada Border,1998-07-01,Rail Containers Full,74907,68641.0
726,US-Canada Border,1998-07-01,Truck Containers Full,319806,327617.0
725,US-Mexico Border,1998-07-01,Trains,470,467.0
724,US-Canada Border,1998-07-01,Trains,2544,2798.0
723,US-Canada Border,1998-07-01,Personal Vehicle Passengers,10112279,7848926.0
722,US-Mexico Border,1998-07-01,Train Passengers,661,1040.0
721,US-Mexico Border,1998-07-01,Pedestrians,3276123,3689675.0
720,US-Mexico Border,1998-07-01,Personal Vehicle Passengers,18363970,18953200.0
719,US-Mexico Border,1998-06-01,Personal Vehicle Passengers,18848768,18674261.0
718,US-Canada Border,1998-06-01,Truck Containers Full,326411,327413.0
717,US-Canada Border,1998-06-01,Personal Vehicles,3268398,2935975.0
716,US-Mexico Border,1998-06-01,Train Passengers,1046,1049.0
715,US-Mexico Border,1998-06-01,Truck Containers Full,165880,173149.0
714,US-Mexico Border,1998-06-01,Rail Containers Full,15818,14063.0
713,US-Mexico Border,1998-06-01,Bus Passengers,319580,305454.0
712,US-Mexico Border,1998-06-01,Pedestrians,3439384,3759975.0
711,US-Mexico Border,1998-06-01,Buses,21719,21576.0
710,US-Canada Border,1998-06-01,Pedestrians,74913,47752.0
709,US-Mexico Border,1998-06-01,Rail Containers Empty,18543,17454.0
708,US-Canada Border,1998-06-01,Personal Vehicle Passengers,7938073,7001818.0
707,US-Canada Border,1998-06-01,Trucks,539513,531148.0
706,US-Canada Border,1998-06-01,Trains,2722,3245.0
705,US-Canada Border,1998-06-01,Rail Containers Empty,24742,23815.0
704,US-Canada Border,1998-06-01,Train Passengers,25519,19144.0
703,US-Canada Border,1998-06-01,Rail Containers Full,71913,67516.0
702,US-Mexico Border,1998-06-01,Trains,465,451.0
701,US-Canada Border,1998-06-01,Buses,18810,14049.0
700,US-Mexico Border,1998-06-01,Personal Vehicles,6983818,6920227.0
699,US-Mexico Border,1998-06-01,Trucks,339169,335192.0
698,US-Canada Border,1998-06-01,Truck Containers Empty,55258,52245.0
697,US-Mexico Border,1998-06-01,Truck Containers Empty,135674,143585.0
696,US-Canada Border,1998-06-01,Bus Passengers,434358,324261.0
695,US-Canada Border,1998-05-01,Rail Containers Full,67847,65374.0
694,US-Mexico Border,1998-05-01,Trains,494,452.0
693,US-Canada Border,1998-05-01,Truck Containers Full,314318,322842.0
692,US-Mexico Border,1998-05-01,Truck Containers Full,165636,169332.0
691,US-Mexico Border,1998-05-01,Trucks,329961,331035.0
690,US-Mexico Border,1998-05-01,Pedestrians,3802096,3861149.0
689,US-Mexico Border,1998-05-01,Bus Passengers,315528,300538.0
688,US-Canada Border,1998-05-01,Personal Vehicle Passengers,7589843,6579485.0
687,US-Mexico Border,1998-05-01,Personal Vehicle Passengers,19427292,18714999.0
686,US-Canada Border,1998-05-01,Pedestrians,75936,38329.0
685,US-Mexico Border,1998-05-01,Personal Vehicles,7198152,6939648.0
684,US-Canada Border,1998-05-01,Trucks,535394,520763.0
683,US-Mexico Border,1998-05-01,Rail Containers Empty,23086,17820.0
682,US-Canada Border,1998-05-01,Bus Passengers,411332,277553.0
681,US-Mexico Border,1998-05-01,Rail Containers Full,15452,13258.0
680,US-Canada Border,1998-05-01,Trains,2882,3336.0
679,US-Mexico Border,1998-05-01,Train Passengers,1547,1008.0
678,US-Mexico Border,1998-05-01,Truck Containers Empty,135023,146245.0
677,US-Canada Border,1998-05-01,Rail Containers Empty,25561,22930.0
676,US-Mexico Border,1998-05-01,Buses,22511,21531.0
675,US-Canada Border,1998-05-01,Personal Vehicles,3208112,2783260.0
674,US-Canada Border,1998-05-01,Train Passengers,20434,17164.0
673,US-Canada Border,1998-05-01,Buses,17113,12208.0
672,US-Canada Border,1998-05-01,Truck Containers Empty,52708,50994.0
671,US-Canada Border,1998-04-01,Bus Passengers,314888,258022.0
670,US-Canada Border,1998-04-01,Rail Containers Empty,21988,22124.0
669,US-Mexico Border,1998-04-01,Rail Containers Empty,17773,16464.0
668,US-Mexico Border,1998-04-01,Trucks,343816,326365.0
667,US-Canada Border,1998-04-01,Trucks,535958,504012.0
666,US-Canada Border,1998-04-01,Rail Containers Full,63612,65959.0
665,US-Canada Border,1998-04-01,Personal Vehicle Passengers,7091059,6292545.0
664,US-Canada Border,1998-04-01,Trains,2883,3318.0
663,US-Mexico Border,1998-04-01,Trains,452,434.0
662,US-Canada Border,1998-04-01,Truck Containers Empty,52381,49999.0
661,US-Mexico Border,1998-04-01,Personal Vehicles,6991952,6969253.0
660,US-Mexico Border,1998-04-01,Truck Containers Full,188720,165883.0
659,US-Canada Border,1998-04-01,Buses,13252,10747.0
658,US-Mexico Border,1998-04-01,Truck Containers Empty,153082,148160.0
657,US-Mexico Border,1998-04-01,Train Passengers,908,797.0
656,US-Canada Border,1998-04-01,Pedestrians,34664,29465.0
655,US-Mexico Border,1998-04-01,Buses,22225,21615.0
654,US-Mexico Border,1998-04-01,Rail Containers Full,13986,12188.0
653,US-Canada Border,1998-04-01,Personal Vehicles,2925192,2666203.0
652,US-Canada Border,1998-04-01,Train Passengers,17792,16475.0
651,US-Mexico Border,1998-04-01,Bus Passengers,322352,285000.0
650,US-Mexico Border,1998-04-01,Personal Vehicle Passengers,18906975,18773483.0
649,US-Canada Border,1998-04-01,Truck Containers Full,335081,313992.0
648,US-Mexico Border,1998-04-01,Pedestrians,3676801,3984459.0
647,US-Canada Border,1998-03-01,Trucks,554052,494966.0
646,US-Canada Border,1998-03-01,Rail Containers Empty,22504,22307.0
645,US-Mexico Border,1998-03-01,Rail Containers Empty,15381,15418.0
644,US-Canada Border,1998-03-01,Bus Passengers,242737,248573.0
643,US-Mexico Border,1998-03-01,Truck Containers Empty,162994,144715.0
642,US-Canada Border,1998-03-01,Rail Containers Full,64924,69006.0
641,US-Canada Border,1998-03-01,Truck Containers Empty,53451,49953.0
640,US-Mexico Border,1998-03-01,Rail Containers Full,13631,11528.0
639,US-Mexico Border,1998-03-01,Trains,453,431.0
638,US-Mexico Border,1998-03-01,Personal Vehicle Passengers,19218997,18737377.0
637,US-Mexico Border,1998-03-01,Personal Vehicles,7110640,6964002.0
636,US-Canada Border,1998-03-01,Train Passengers,16523,15974.0
635,US-Canada Border,1998-03-01,Buses,10969,10078.0
634,US-Canada Border,1998-03-01,Personal Vehicle Passengers,6513374,6224847.0
633,US-Canada Border,1998-03-01,Personal Vehicles,2770818,2652936.0
632,US-Mexico Border,1998-03-01,Bus Passengers,317780,267043.0
631,US-Mexico Border,1998-03-01,Train Passengers,1038,867.0
630,US-Mexico Border,1998-03-01,Pedestrians,4253971,3983338.0
629,US-Canada Border,1998-03-01,Truck Containers Full,342468,310570.0
628,US-Canada Border,1998-03-01,Pedestrians,27687,29388.0
627,US-Mexico Border,1998-03-01,Truck Containers Full,192910,158352.0
626,US-Mexico Border,1998-03-01,Trucks,353328,317861.0
625,US-Mexico Border,1998-03-01,Buses,22234,21529.0
624,US-Canada Border,1998-03-01,Trains,2958,3297.0
623,US-Canada Border,1998-02-01,Bus Passengers,217992,267180.0
622,US-Mexico Border,1998-02-01,Trucks,309688,315806.0
621,US-Canada Border,1998-02-01,Trains,4778,3217.0
620,US-Mexico Border,1998-02-01,Buses,19192,21755.0
619,US-Mexico Border,1998-02-01,Bus Passengers,252030,259282.0
618,US-Canada Border,1998-02-01,Truck Containers Empty,47429,48763.0
617,US-Mexico Border,1998-02-01,Personal Vehicles,6316575,6923127.0
616,US-Canada Border,1998-02-01,Personal Vehicles,2507357,2728849.0
615,US-Mexico Border,1998-02-01,Personal Vehicle Passengers,16969272,18597064.0
614,US-Mexico Border,1998-02-01,Pedestrians,3627623,3837387.0
613,US-Mexico Border,1998-02-01,Truck Containers Empty,131150,142218.0
612,US-Canada Border,1998-02-01,Truck Containers Full,318789,303879.0
611,US-Mexico Border,1998-02-01,Rail Containers Empty,12485,15166.0
610,US-Mexico Border,1998-02-01,Trains,389,437.0
609,US-Mexico Border,1998-02-01,Train Passengers,704,888.0
608,US-Canada Border,1998-02-01,Train Passengers,15453,16121.0
607,US-Canada Border,1998-02-01,Personal Vehicle Passengers,5876741,6436645.0
606,US-Mexico Border,1998-02-01,Rail Containers Full,11427,11742.0
605,US-Canada Border,1998-02-01,Pedestrians,25561,29296.0
604,US-Canada Border,1998-02-01,Rail Containers Full,69286,70465.0
603,US-Canada Border,1998-02-01,Rail Containers Empty,24278,22350.0
602,US-Mexico Border,1998-02-01,Truck Containers Full,152599,152254.0
601,US-Canada Border,1998-02-01,Buses,10103,10590.0
600,US-Canada Border,1998-02-01,Trucks,490822,487404.0
599,US-Mexico Border,1998-01-01,Truck Containers Empty,148974,147014.0
598,US-Canada Border,1998-01-01,Personal Vehicle Passengers,5826406,6981158.0
597,US-Canada Border,1998-01-01,Trains,3180,2835.0
596,US-Mexico Border,1998-01-01,Pedestrians,3945256,3800823.0
595,US-Canada Border,1998-01-01,Buses,9602,11790.0
594,US-Canada Border,1998-01-01,Personal Vehicles,2504823,2910876.0
593,US-Canada Border,1998-01-01,Rail Containers Empty,20319,20586.0
592,US-Canada Border,1998-01-01,Truck Containers Empty,49002,46693.0
591,US-Canada Border,1998-01-01,Trucks,487587,491373.0
590,US-Canada Border,1998-01-01,Train Passengers,15617,17227.0
589,US-Mexico Border,1998-01-01,Trains,472,495.0
588,US-Mexico Border,1998-01-01,Train Passengers,841,916.0
587,US-Canada Border,1998-01-01,Truck Containers Full,303552,284950.0
586,US-Canada Border,1998-01-01,Rail Containers Full,61202,64439.0
585,US-Mexico Border,1998-01-01,Personal Vehicle Passengers,19052457,18846393.0
584,US-Mexico Border,1998-01-01,Rail Containers Empty,20377,15640.0
583,US-Canada Border,1998-01-01,Pedestrians,27799,39492.0
582,US-Mexico Border,1998-01-01,Buses,21494,22059.0
581,US-Mexico Border,1998-01-01,Trucks,318380,317619.0
580,US-Mexico Border,1998-01-01,Bus Passengers,295000,264744.0
579,US-Mexico Border,1998-01-01,Personal Vehicles,7080923,7017259.0
578,US-Mexico Border,1998-01-01,Rail Containers Full,11795,12341.0
577,US-Canada Border,1998-01-01,Bus Passengers,200814,300775.0
576,US-Mexico Border,1998-01-01,Truck Containers Full,146796,151741.0
575,US-Canada Border,1997-12-01,Personal Vehicles,2622825,3318818.0
574,US-Canada Border,1997-12-01,Train Passengers,16988,20830.0
573,US-Mexico Border,1997-12-01,Train Passengers,493,885.0
572,US-Mexico Border,1997-12-01,Rail Containers Full,10103,12832.0
571,US-Canada Border,1997-12-01,Trucks,451639,488694.0
570,US-Mexico Border,1997-12-01,Trucks,306611,314065.0
569,US-Mexico Border,1997-12-01,Trains,406,556.0
568,US-Mexico Border,1997-12-01,Buses,22931,22048.0
567,US-Canada Border,1997-12-01,Truck Containers Full,270069,247466.0
566,US-Mexico Border,1997-12-01,Truck Containers Full,148390,152821.0
565,US-Mexico Border,1997-12-01,Truck Containers Empty,144599,146146.0
564,US-Mexico Border,1997-12-01,Personal Vehicles,7346174,7056687.0
563,US-Mexico Border,1997-12-01,Rail Containers Empty,16306,14815.0
562,US-Canada Border,1997-12-01,Pedestrians,31616,58964.0
561,US-Canada Border,1997-12-01,Rail Containers Full,70773,57906.0
560,US-Canada Border,1997-12-01,Personal Vehicle Passengers,6155147,8004523.0
559,US-Mexico Border,1997-12-01,Pedestrians,4418646,3704085.0
558,US-Canada Border,1997-12-01,Buses,9808,13933.0
557,US-Canada Border,1997-12-01,Trains,2793,2762.0
556,US-Canada Border,1997-12-01,Rail Containers Empty,21529,19656.0
555,US-Canada Border,1997-12-01,Bus Passengers,313680,361579.0
554,US-Mexico Border,1997-12-01,Personal Vehicle Passengers,19719715,18927116.0
553,US-Canada Border,1997-12-01,Truck Containers Empty,47730,41908.0
552,US-Mexico Border,1997-12-01,Bus Passengers,237839,265216.0
551,US-Mexico Border,1997-11-01,Personal Vehicle Passengers,18726443,18846914.0
550,US-Mexico Border,1997-11-01,Trucks,301296,314659.0
549,US-Canada Border,1997-11-01,Buses,9910,15689.0
548,US-Mexico Border,1997-11-01,Train Passengers,1259,980.0
547,US-Canada Border,1997-11-01,Truck Containers Empty,52153,37222.0
546,US-Canada Border,1997-11-01,Truck Containers Full,317974,216645.0
545,US-Mexico Border,1997-11-01,Rail Containers Full,10684,14317.0
544,US-Canada Border,1997-11-01,Trucks,490730,490558.0
543,US-Mexico Border,1997-11-01,Rail Containers Empty,12540,14316.0
542,US-Canada Border,1997-11-01,Rail Containers Full,78843,49197.0
541,US-Canada Border,1997-11-01,Rail Containers Empty,22906,18486.0
540,US-Canada Border,1997-11-01,Personal Vehicles,2858858,3638129.0
539,US-Canada Border,1997-11-01,Pedestrians,34279,62477.0
538,US-Mexico Border,1997-11-01,Truck Containers Full,151067,153199.0
537,US-Mexico Border,1997-11-01,Personal Vehicles,6965699,7031241.0
536,US-Mexico Border,1997-11-01,Trains,433,630.0
535,US-Mexico Border,1997-11-01,Buses,21794,21573.0
534,US-Canada Border,1997-11-01,Bus Passengers,267643,389587.0
533,US-Mexico Border,1997-11-01,Bus Passengers,232568,273585.0
532,US-Canada Border,1997-11-01,Trains,2777,2756.0
531,US-Mexico Border,1997-11-01,Pedestrians,3671192,3502146.0
530,US-Canada Border,1997-11-01,Train Passengers,15291,27688.0
529,US-Mexico Border,1997-11-01,Truck Containers Empty,135856,144428.0
528,US-Canada Border,1997-11-01,Personal Vehicle Passengers,6752567,8850309.0
527,US-Mexico Border,1997-10-01,Rail Containers Full,14700,15056.0
526,US-Mexico Border,1997-10-01,Personal Vehicles,6906264,7028396.0
525,US-Canada Border,1997-10-01,Personal Vehicle Passengers,7572362,9229500.0
524,US-Mexico Border,1997-10-01,Bus Passengers,278975,273136.0
523,US-Canada Border,1997-10-01,Rail Containers Empty,22718,16953.0
